model,likelihood_kind,objective,A_planck_prior_min,A_planck_prior_max,A_planck_ref_start,yaml,output_prefix,exit_status,stdout_path,stdout_tail,result_file,n_result_rows,n_result_cols,weight,minuslogpost,deu_damping_envelope_beta,deu_transfer_polamp_p_vis,omega_b,n_s,A_planck,calib_100T,calib_217T,A_cib_217,xi_sz_cib,A_sz,ksz_norm,gal545_A_100,gal545_A_143,gal545_A_143_217,gal545_A_217,ps_A_100_100,ps_A_143_143,ps_A_143_217,ps_A_217_217,galf_TE_A_100,galf_TE_A_100_143,galf_TE_A_100_217,galf_TE_A_143,galf_TE_A_143_217,galf_TE_A_217,chi2__CMB,minuslogprior,minuslogprior__0,minuslogprior__SZ,chi2,chi2__planck_2018_highl_plik.TTTEEE,chi2__planck_2018_lowl.TT,chi2__planck_2018_lowl.EE,chi2__planck_2018_lensing.native,chi2__planck_2018_highl_plik.TTTEEE_lite,selected_as_best_start
deu,full,likelihood_profile,0.98,1.03,1.025,audit_Aplanck_broad_profile/20260511T013327Z/deu_full_Abroad_ref1p025_likelihood_profile.yaml,audit_Aplanck_broad_profile/20260511T013327Z/deu_full_Abroad_ref1p025_likelihood_profile,0,audit_Aplanck_broad_profile/20260511T013327Z/deu_full_Abroad_ref1p025_likelihood_profile.stdout.txt," 2026-05-10 19:34:31,164 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.02488265437593}
 2026-05-10 19:34:31,164 [planck_2018_lowl.tt] Computing new state
 2026-05-10 19:34:31,165 [planck_2018_lowl.tt] Computed log-likelihood = -13.251205152140813
 2026-05-10 19:34:31,165 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.02488265437593}
 2026-05-10 19:34:31,165 [planck_2018_lowl.ee] Computing new state
 2026-05-10 19:34:31,165 [planck_2018_lowl.ee] Computed log-likelihood = -198.93769055763582
 2026-05-10 19:34:31,165 [planck_2018_lensing.native] Got parameters {'A_planck': 1.02488265437593}
 2026-05-10 19:34:31,165 [planck_2018_lensing.native] Computing new state
 2026-05-10 19:34:31,165 [planck_2018_lensing.native] Computed log-likelihood = -9.429668894030952
 2026-05-10 19:34:31,165 [pybobyqa.util] Function eval 206 at point 206 has f = 1484.41893566126 at x = [...]
 2026-05-10 19:34:31,165 [pybobyqa.solver] Ratio = -0.252495
 2026-05-10 19:34:31,165 [pybobyqa.solver] Updating with knew = 8
 2026-05-10 19:34:31,166 [pybobyqa.solver] Checking and possibly improving geometry (unsuccessful step)
 2026-05-10 19:34:31,166 [pybobyqa.controller] Running geometry-fixing step
 2026-05-10 19:34:31,171 [model] Got input parameters: {'deu_damping_envelope_beta': 0.02991923603640962, 'deu_transfer_polamp_p_vis': 1.0473499047157124, 'omega_b': 0.021970057446828326, 'n_s': 0.9816481641076249, 'A_planck': 1.0248518074036468, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'calib_100T': 0.9986835347449086, 'calib_217T': 1.0010454988128537, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 60.39255164768776, 'xi_sz_cib': 0.0006817299988083787, 'A_sz': 4.860989696495093, 'ksz_norm': 2.9461858077851666, 'gal545_A_100': 7.454009995254154, 'gal545_A_143': 7.640972607840618, 'gal545_A_143_217': 15.851620479168696, 'gal545_A_217': 94.3777583778648, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 277.3468388310311, 'ps_A_143_143': 47.59586422248193, 'ps_A_143_217': 35.50428477338066, 'ps_A_217_217': 109.32531306834986, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.09160688042617558, 'galf_TE_A_100_143': 0.20331874708049863, 'galf_TE_A_100_217': 0.4023818103516099, 'galf_TE_A_143': 0.3855883522389015, 'galf_TE_A_143_217': 0.5714952470450856, 'galf_TE_A_217': 1.8779421400025558, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
 2026-05-10 19:34:31,171 [classy] Got parameters {'deu_damping_envelope_beta': 0.02991923603640962, 'deu_transfer_polamp_p_vis': 1.0473499047157124, 'omega_b': 0.021970057446828326, 'n_s': 0.9816481641076249, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 19:34:31,171 [classy] Computing new state
 2026-05-10 19:34:31,171 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.02991923603640962, 'deu_transfer_polamp_p_vis': 1.0473499047157124, 'omega_b': 0.021970057446828326, 'n_s': 0.9816481641076249, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl tCl,pCl,lCl lCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 19:34:32,329 [planck_2018_highl_plik.ttteee] Got parameters {'A_planck': 1.0248518074036468, 'calib_100T': 0.9986835347449086, 'calib_217T': 1.0010454988128537, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 60.39255164768776, 'xi_sz_cib': 0.0006817299988083787, 'A_sz': 4.860989696495093, 'ksz_norm': 2.9461858077851666, 'gal545_A_100': 7.454009995254154, 'gal545_A_143': 7.640972607840618, 'gal545_A_143_217': 15.851620479168696, 'gal545_A_217': 94.3777583778648, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 277.3468388310311, 'ps_A_143_143': 47.59586422248193, 'ps_A_143_217': 35.50428477338066, 'ps_A_217_217': 109.32531306834986, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.09160688042617558, 'galf_TE_A_100_143': 0.20331874708049863, 'galf_TE_A_100_217': 0.4023818103516099, 'galf_TE_A_143': 0.3855883522389015, 'galf_TE_A_143_217': 0.5714952470450856, 'galf_TE_A_217': 1.8779421400025558, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
 2026-05-10 19:34:32,329 [planck_2018_highl_plik.ttteee] Computing new state
 2026-05-10 19:34:32,344 [planck_2018_highl_plik.ttteee] Computed log-likelihood = -1262.8290958619139
 2026-05-10 19:34:32,345 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0248518074036468}
 2026-05-10 19:34:32,345 [planck_2018_lowl.tt] Computing new state
 2026-05-10 19:34:32,345 [planck_2018_lowl.tt] Computed log-likelihood = -13.253334867015894
 2026-05-10 19:34:32,345 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0248518074036468}
 2026-05-10 19:34:32,345 [planck_2018_lowl.ee] Computing new state
 2026-05-10 19:34:32,345 [planck_2018_lowl.ee] Computed log-likelihood = -198.93769055763582
 2026-05-10 19:34:32,346 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0248518074036468}
 2026-05-10 19:34:32,346 [planck_2018_lensing.native] Computing new state
 2026-05-10 19:34:32,346 [planck_2018_lensing.native] Computed log-likelihood = -9.439544141830176
 2026-05-10 19:34:32,346 [pybobyqa.util] Function eval 207 at point 207 has f = 1484.4596654284 at x = [...]
 2026-05-10 19:34:32,351 [pybobyqa.solver] Trust region step is d = [ 0.00284817  0.00185915 -0.01875762  0.01852823  0.00834395 -0.00884251
 -0.00710818 -0.00042985  0.          0.02348773 -0.00487146  0.00584102
  0.00073132  0.0080326  -0.00049547 -0.01644115  0.01383326 -0.00529892
 -0.00749961 -0.00137032  0.00766654 -0.01436584  0.00086868 -0.01018716
  0.00154374]
 2026-05-10 19:34:32,351 [pybobyqa.solver] Standard trust region step
 2026-05-10 19:34:32,374 [model] Got input parameters: {'deu_damping_envelope_beta': 0.029923338231378528, 'deu_transfer_polamp_p_vis': 1.0473447157712528, 'omega_b': 0.021968984875944578, 'n_s': 0.9816500689894001, 'A_planck': 1.0248800307736732, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'calib_100T': 0.9986807605047376, 'calib_217T': 1.001037999991989, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 60.400920928669755, 'xi_sz_cib': 6.938893903907228e-18, 'A_sz': 4.882331388523573, 'ksz_norm': 2.9438264920470107, 'gal545_A_100': 7.456650838082453, 'gal545_A_143': 7.6342246624199985, 'gal545_A_143_217': 15.849410591839652, 'gal545_A_217': 94.36716566362892, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 276.9155092665206, 'ps_A_143_143': 47.60838430019693, 'ps_A_143_217': 35.50646935925537, 'ps_A_217_217': 109.3109619531523, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.09135984839566387, 'galf_TE_A_100_143': 0.20526281836140964, 'galf_TE_A_100_217': 0.40149743908186475, 'galf_TE_A_143': 0.3856789206676417, 'galf_TE_A_143_217': 0.5681585448113329, 'galf_TE_A_217': 1.8783356693633098, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
 2026-05-10 19:34:32,375 [classy] Got parameters {'deu_damping_envelope_beta': 0.029923338231378528, 'deu_transfer_polamp_p_vis': 1.0473447157712528, 'omega_b': 0.021968984875944578, 'n_s': 0.9816500689894001, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 19:34:32,375 [classy] Computing new state
 2026-05-10 19:34:32,375 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.029923338231378528, 'deu_transfer_polamp_p_vis': 1.0473447157712528, 'omega_b': 0.021968984875944578, 'n_s': 0.9816500689894001, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl tCl,pCl,lCl lCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 19:34:33,526 [planck_2018_highl_plik.ttteee] Got parameters {'A_planck': 1.0248800307736732, 'calib_100T': 0.9986807605047376, 'calib_217T': 1.001037999991989, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_21",audit_Aplanck_broad_profile/20260511T013327Z/deu_full_Abroad_ref1p025_likelihood_profile.bestfit.txt,1,36,1.0,1520.6027,0.0305,1.0473377,0.021901487,0.98239488,1.0254349,0.99668592,1.0001429,55.776924,0.063274536,9.2019316,0.031579522,-0.44833595,11.20928,22.454007,104.21654,247.07446,47.222032,44.847355,121.19517,0.11455321,0.24788824,0.26347328,0.4433759,0.55443751,1.6625939,2962.6087,39.298354,35.746828,3.5515263,2962.6087,2520.0649,26.195492,397.84712,18.501239,,True
deu,full,posterior_profile,0.98,1.03,1.025,audit_Aplanck_broad_profile/20260511T013327Z/deu_full_Abroad_ref1p025_posterior_profile.yaml,audit_Aplanck_broad_profile/20260511T013327Z/deu_full_Abroad_ref1p025_posterior_profile,0,audit_Aplanck_broad_profile/20260511T013327Z/deu_full_Abroad_ref1p025_posterior_profile.stdout.txt,"       1.39449677e-01, 4.77892942e-01, 2.38032405e-01, 6.65116707e-01,
       2.06843459e+00])
 2026-05-10 19:07:09,316 [prior] Got logpriors (internal) = 5.9375553224532895
 2026-05-10 19:07:09,316 [prior] Got logpriors (external) = [np.float64(-2.4354440239411557)]
 2026-05-10 19:07:09,316 [model] Got input parameters: {'deu_damping_envelope_beta': 0.03044765636808255, 'deu_transfer_polamp_p_vis': 1.0471322334136486, 'omega_b': 0.02196940628277253, 'n_s': 0.9821178447146978, 'A_planck': 1.024852403857649, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'calib_100T': 0.9995625272228239, 'calib_217T': 0.9983356911551449, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 58.53961593990526, 'xi_sz_cib': 0.0662533502430599, 'A_sz': 6.123293972866582, 'ksz_norm': 2.445370275583628, 'gal545_A_100': 8.991752399564321, 'gal545_A_143': 10.469042376875992, 'gal545_A_143_217': 17.366490793561688, 'gal545_A_217': 91.4773663926092, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 273.987014701717, 'ps_A_143_143': 46.080387653545934, 'ps_A_143_217': 38.1145815875394, 'ps_A_217_217': 113.67346068101615, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.11857198738940122, 'galf_TE_A_100_143': 0.13944967669842576, 'galf_TE_A_100_217': 0.4778929417803315, 'galf_TE_A_143': 0.23803240545100865, 'galf_TE_A_143_217': 0.6651167065627557, 'galf_TE_A_217': 2.068434588297439, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
 2026-05-10 19:07:09,317 [classy] Got parameters {'deu_damping_envelope_beta': 0.03044765636808255, 'deu_transfer_polamp_p_vis': 1.0471322334136486, 'omega_b': 0.02196940628277253, 'n_s': 0.9821178447146978, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 19:07:09,317 [classy] Computing new state
 2026-05-10 19:07:09,317 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.03044765636808255, 'deu_transfer_polamp_p_vis': 1.0471322334136486, 'omega_b': 0.02196940628277253, 'n_s': 0.9821178447146978, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'pCl tCl tCl,pCl,lCl lCl', 'non_linear': 'hmcode'}
 2026-05-10 19:07:10,496 [planck_2018_highl_plik.ttteee] Got parameters {'A_planck': 1.024852403857649, 'calib_100T': 0.9995625272228239, 'calib_217T': 0.9983356911551449, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 58.53961593990526, 'xi_sz_cib': 0.0662533502430599, 'A_sz': 6.123293972866582, 'ksz_norm': 2.445370275583628, 'gal545_A_100': 8.991752399564321, 'gal545_A_143': 10.469042376875992, 'gal545_A_143_217': 17.366490793561688, 'gal545_A_217': 91.4773663926092, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 273.987014701717, 'ps_A_143_143': 46.080387653545934, 'ps_A_143_217': 38.1145815875394, 'ps_A_217_217': 113.67346068101615, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.11857198738940122, 'galf_TE_A_100_143': 0.13944967669842576, 'galf_TE_A_100_217': 0.4778929417803315, 'galf_TE_A_143': 0.23803240545100865, 'galf_TE_A_143_217': 0.6651167065627557, 'galf_TE_A_217': 2.068434588297439, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
 2026-05-10 19:07:10,496 [planck_2018_highl_plik.ttteee] Computing new state
 2026-05-10 19:07:10,505 [planck_2018_highl_plik.ttteee] Computed log-likelihood = -1264.6328085208431
 2026-05-10 19:07:10,505 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.024852403857649}
 2026-05-10 19:07:10,505 [planck_2018_lowl.tt] Computing new state
 2026-05-10 19:07:10,505 [planck_2018_lowl.tt] Computed log-likelihood = -13.19175511813404
 2026-05-10 19:07:10,505 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.024852403857649}
 2026-05-10 19:07:10,505 [planck_2018_lowl.ee] Computing new state
 2026-05-10 19:07:10,505 [planck_2018_lowl.ee] Computed log-likelihood = -198.91746784624024
 2026-05-10 19:07:10,505 [planck_2018_lensing.native] Got parameters {'A_planck': 1.024852403857649}
 2026-05-10 19:07:10,505 [planck_2018_lensing.native] Computing new state
 2026-05-10 19:07:10,506 [planck_2018_lensing.native] Computed log-likelihood = -9.374210991476485
 2026-05-10 19:07:10,506 [pybobyqa.util] Function eval 193 at point 193 has f = 1482.61413117818 at x = [...]
 2026-05-10 19:07:10,511 [pybobyqa.solver] Trust region step is d = [ 0.00774224  0.00349124  0.0052642   0.00753692  0.00452855  0.00976894
  0.00908197 -0.01160784  0.01136574  0.00078601 -0.01162616  0.00756697
 -0.0006313  -0.01816624 -0.0141015   0.0213875   0.00126215  0.01401435
  0.00201552 -0.01409199 -0.00402594  0.01281569  0.00906287 -0.00575348
 -0.00222382]
 2026-05-10 19:07:10,511 [pybobyqa.solver] Standard trust region step
 2026-05-10 19:07:10,536 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.030447923441855186), 'deu_transfer_polamp_p_vis': np.float64(1.0471376905915222), 'omega_b': np.float64(0.02196913216077205), 'n_s': np.float64(0.9821206340440463), 'A_planck': np.float64(1.0248624356532734), 'calib_100T': np.float64(0.9995567732111897), 'calib_217T': np.float64(0.9983385205825923), 'A_cib_217': np.float64(58.53830331878698), 'xi_sz_cib': np.float64(0.06831205660407028), 'A_sz': np.float64(6.13067502435669), 'ksz_norm': np.float64(2.4378225733469145), 'gal545_A_100': np.float64(8.989128516553887), 'gal545_A_143': np.float64(10.464335940670694), 'gal545_A_143_217': np.float64(17.333479100063123), 'gal545_A_217': np.float64(91.4159366201964), 'ps_A_100_100': np.float64(274.59204159101995), 'ps_A_143_143': np.float64(46.09145248821143), 'ps_A_143_217': np.float64(38.1112651441465), 'ps_A_217_217': np.float64(113.65777578724685), 'galf_TE_A_100': np.float64(0.11738110006141934), 'galf_TE_A_100_143': np.float64(0.13915539539513447), 'galf_TE_A_100_217': np.float64(0.4799305537312313), 'galf_TE_A_143': np.float64(0.23961890123467572), 'galf_TE_A_143_217': np.float64(0.6632806434307504), 'galf_TE_A_217': np.float64(2.0658646275437036)}
 2026-05-10 19:07:10,536 [prior] Evaluating prior at array([3.04479234e-02, 1.04713769e+00, 2.19691322e-02, 9.82120634e-01,
       1.02486244e+00, 9.99556773e-01, 9.98338521e-01, 5.85383033e+01,
       6.83120566e-02, 6.13067502e+00, 2.43782257e+00, 8.98912852e+00,
       1.04643359e+01, 1.73334791e+01, 9.14159366e+01, 2.74592042e+02,
       4.60914525e+01, 3.81112651e+01, 1.13657776e+02, 1.17381100e-01,
       1.39155395e-01, 4.79930554e-01, 2.39618901e-01, 6.63280643e-01,
       2.06586463e+00])
 2026-05-10 19:07:10,536 [prior] Got logpriors (internal) = 5.900120432233032
 2026-05-10 19:07:10,536 [prior] Got logpriors (external) = [np.float64(-2.43674381973708)]
 2026-05-10 19:07:10,536 [model] Got input parameters: {'deu_damping_envelope_beta': 0.030447923441855186, 'deu_transfer_polamp_p_vis': 1.0471376905915222, 'omega_b': 0.02196913216077205, 'n_s': 0.9821206340440463, 'A_planck': 1.0248624356532734, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'calib_100T': 0.9995567732111897, 'calib_217T': 0.9983385205825923, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 58.53830331878698, 'xi_sz_cib': 0.06831205660407028, 'A_sz': 6.13067502435669, 'ksz_norm': 2.4378225733469145, 'gal545_A_100': 8.989128516553887, 'gal545_A_143': 10.464335940670694, 'gal545_A_143_217': 17.333479100063123, 'gal545_A_217': 91.4159366201964, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 274.59204159101995, 'ps_A_143_143': 46.09145248821143, 'ps_A_143_217': 38.1112651441465, 'ps_A_217_217': 113.65777578724685, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.11738110006141934, 'galf_TE_A_100_143': 0.13915539539513447, 'galf_TE_A_100_217': 0.4799305537312313, 'galf_TE_A_143': 0.23961890123467572, 'galf_TE_A_143_217': 0.6632806434307504, 'galf_TE_A_217': 2.0658646275437036, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
